url_path,views_total,views_unique
/coonwg1/ezscore,40,11
/coonwg1/ezscore/tree/main/model,7,4
/coonwg1/ezscore/issues,7,1
/coonwg1/ezscore/blob/main/.assets/zmax-montage-art-aware.png,6,2
/coonwg1/ezscore/commits/main/pyproject.toml,5,1
/coonwg1/ezscore/actions/runs/22466890842,4,1
/coonwg1/ezscore/blob/main/pyproject.toml,4,1
/coonwg1/ezscore/blob/main/.assets/hypnos_ez6.png,3,1
/coonwg1/ezscore/issues/1,3,1
/coonwg1/ezscore/issues/2,3,1
