url_path,views_total,views_unique
/coonwg1/ezscore,20,8
/coonwg1/ezscore/issues,7,1
/coonwg1/ezscore/tree/main/model,5,3
/coonwg1/ezscore/commits/main/pyproject.toml,5,1
/coonwg1/ezscore/actions/runs/22466890842,4,1
/coonwg1/ezscore/blob/main/pyproject.toml,4,1
/coonwg1/ezscore/issues/1,3,1
/coonwg1/ezscore/issues/2,3,1
/coonwg1/ezscore/issues/3,3,1
/coonwg1/ezscore/blob/main/LICENSE,2,2
