referrer,views_total,views_unique
Google,12,2
github.com,6,2
Bing,5,3
biorxiv.org,2,1
doubao.com,2,1
chatgpt.com,1,1
m.facebook.com,1,1
statics.teams.cdn.office.net,1,1
